,UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M,Failure Type_Heat Dissipation Failure,Failure Type_No Failure,Failure Type_Overstrain Failure,Failure Type_Power Failure,Failure Type_Random Failures,Failure Type_Tool Wear Failure
4438,4439,302.4,310.1,1418,52.3,141,0,0,1,0,0,1,0,0,0,0
4439,4440,302.4,310.2,1392,55.8,143,0,0,0,1,0,1,0,0,0,0
4440,4441,302.5,310.3,1446,44.0,146,0,0,1,0,0,1,0,0,0,0
4441,4442,302.5,310.2,1329,50.6,148,1,0,1,0,1,0,0,0,0,0
4442,4443,302.5,310.2,1563,34.8,150,0,0,1,0,0,1,0,0,0,0
4443,4444,302.5,310.3,1405,57.4,152,0,0,1,0,0,1,0,0,0,0
4444,4445,302.4,310.2,2224,16.0,154,0,0,1,0,0,1,0,0,0,0
4445,4446,302.5,310.2,1716,29.9,156,0,0,1,0,0,1,0,0,0,0
4446,4447,302.5,310.3,1584,35.5,158,0,0,1,0,0,1,0,0,0,0
4447,4448,302.5,310.3,1488,41.8,160,0,0,0,1,0,1,0,0,0,0
4448,4449,302.4,310.3,1374,51.2,163,1,0,1,0,1,0,0,0,0,0
4449,4450,302.4,310.3,1378,54.3,165,1,0,0,1,1,0,0,0,0,0
4450,4451,302.5,310.3,1551,37.3,168,0,0,1,0,0,1,0,0,0,0
4451,4452,302.5,310.3,1549,40.9,170,0,0,1,0,0,1,0,0,0,0
4452,4453,302.5,310.3,1447,39.2,172,0,0,0,1,0,1,0,0,0,0
4453,4454,302.4,310.2,1400,53.7,175,0,0,1,0,0,1,0,0,0,0
4454,4455,302.4,310.1,1401,48.8,177,0,0,1,0,0,1,0,0,0,0
4455,4456,302.4,310.1,1597,28.9,179,0,1,0,0,0,1,0,0,0,0
4456,4457,302.3,310.1,1487,46.0,184,0,0,1,0,0,1,0,0,0,0
4457,4458,302.5,310.3,1710,27.3,186,0,0,0,1,0,1,0,0,0,0
4458,4459,302.6,310.4,1478,47.7,189,0,0,1,0,0,1,0,0,0,0
4459,4460,302.6,310.4,1743,26.3,191,0,0,1,0,0,1,0,0,0,0
4460,4461,302.6,310.5,1596,32.8,193,0,0,1,0,0,1,0,0,0,0
4461,4462,302.7,310.5,1642,30.8,195,0,0,1,0,0,1,0,0,0,0
4462,4463,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,0,0,0,0
4463,4464,302.8,310.6,2016,19.9,199,0,0,1,0,0,1,0,0,0,0
4464,4465,302.8,310.6,1671,30.5,201,0,0,1,0,0,1,0,0,0,0
4465,4466,302.8,310.6,1404,43.2,203,0,0,1,0,0,1,0,0,0,0
4466,4467,302.8,310.6,1470,41.1,205,0,0,1,0,0,1,0,0,0,0
4467,4468,302.8,310.6,1617,37.9,207,0,0,1,0,0,1,0,0,0,0
4468,4469,302.7,310.5,1725,29.0,209,0,0,1,0,0,1,0,0,0,0
4469,4470,302.7,310.5,1446,40.9,211,1,0,1,0,0,0,0,0,0,1
4470,4471,302.7,310.6,1564,34.3,0,0,0,1,0,0,1,0,0,0,0
4471,4472,302.8,310.6,1670,29.1,2,0,0,1,0,0,1,0,0,0,0
4472,4473,302.7,310.6,1501,48.7,4,0,0,1,0,0,1,0,0,0,0
4473,4474,302.7,310.5,1551,35.9,6,0,0,1,0,0,1,0,0,0,0
4474,4475,302.7,310.5,1563,35.0,8,0,0,1,0,0,1,0,0,0,0
4475,4476,302.7,310.5,1351,41.8,10,1,0,1,0,1,0,0,0,0,0
4476,4477,302.6,310.4,1415,52.1,12,0,0,1,0,0,1,0,0,0,0
4477,4478,302.6,310.3,1647,34.2,14,0,0,1,0,0,1,0,0,0,0
4478,4479,302.5,310.2,1477,41.6,16,0,0,1,0,0,1,0,0,0,0
4479,4480,302.6,310.2,1923,21.5,18,0,0,1,0,0,1,0,0,0,0
4480,4481,302.7,310.4,1305,55.2,20,1,1,0,0,1,0,0,0,0,0
4481,4482,302.6,310.4,1544,35.1,25,0,0,0,1,0,1,0,0,0,0
4482,4483,302.7,310.5,1568,36.9,28,0,1,0,0,0,1,0,0,0,0
4483,4484,302.7,310.4,1489,42.7,33,0,0,1,0,0,1,0,0,0,0
4484,4485,302.6,310.4,1451,43.1,35,0,0,0,1,0,1,0,0,0,0
4485,4486,302.7,310.4,1542,35.7,38,0,0,1,0,0,1,0,0,0,0
4486,4487,302.6,310.5,1965,20.2,40,0,0,0,1,0,1,0,0,0,0
4487,4488,302.5,310.5,1436,36.5,43,0,0,1,0,0,1,0,0,0,0
4488,4489,302.5,310.4,1509,37.6,45,0,0,0,1,0,1,0,0,0,0
4489,4490,302.5,310.4,1487,40.2,48,0,0,1,0,0,1,0,0,0,0
4490,4491,302.5,310.4,1967,20.3,50,0,0,1,0,0,1,0,0,0,0
4491,4492,302.6,310.4,1409,53.3,52,0,1,0,0,0,1,0,0,0,0
4492,4493,302.6,310.5,1420,56.4,57,0,0,0,1,0,1,0,0,0,0
4493,4494,302.7,310.5,1511,37.7,60,0,0,1,0,0,1,0,0,0,0
4494,4495,302.6,310.4,1649,30.1,62,0,1,0,0,0,1,0,0,0,0
4495,4496,302.6,310.4,1359,57.2,67,1,0,1,0,1,0,0,0,0,0
4496,4497,302.5,310.4,1605,36.0,69,0,0,0,1,0,1,0,0,0,0
4497,4498,302.5,310.3,1523,36.0,72,0,0,1,0,0,1,0,0,0,0
4498,4499,302.6,310.4,1614,36.0,74,0,1,0,0,0,1,0,0,0,0
4499,4500,302.6,310.3,1721,27.4,79,0,1,0,0,0,1,0,0,0,0
4500,4501,302.6,310.4,1638,36.2,84,0,0,1,0,0,1,0,0,0,0
4501,4502,302.5,310.2,1307,54.0,86,1,0,1,0,1,0,0,0,0,0
4502,4503,302.4,310.2,1642,28.3,88,0,0,1,0,0,1,0,0,0,0
4503,4504,302.5,310.2,1751,30.5,90,0,0,0,1,0,1,0,0,0,0
4504,4505,302.4,310.1,1645,31.6,93,0,0,1,0,0,1,0,0,0,0
4505,4506,302.4,310.1,1426,46.8,95,0,0,1,0,0,1,0,0,0,0
4506,4507,302.4,310.1,1520,36.6,97,0,0,0,1,0,1,0,0,0,0
4507,4508,302.4,310.1,1709,31.8,100,0,0,1,0,0,1,0,0,0,0
4508,4509,302.4,310.0,1426,46.6,102,0,0,1,0,0,1,0,0,0,0
4509,4510,302.4,310.1,1429,43.7,104,0,0,1,0,0,1,0,0,0,0
4510,4511,302.4,310.2,1346,62.4,106,1,0,1,0,1,0,0,0,0,0
4511,4512,302.5,310.2,1454,43.0,108,0,0,1,0,0,1,0,0,0,0
4512,4513,302.5,310.3,1411,49.5,110,0,0,0,1,0,1,0,0,0,0
4513,4514,302.4,310.3,1900,24.4,113,0,0,1,0,0,1,0,0,0,0
4514,4515,302.4,310.3,1479,36.2,115,0,0,1,0,0,1,0,0,0,0
4515,4516,302.5,310.4,1415,48.2,117,0,0,1,0,0,1,0,0,0,0
4516,4517,302.5,310.3,1539,39.0,119,0,0,1,0,0,1,0,0,0,0
4517,4518,302.4,310.3,1520,31.6,121,0,0,1,0,0,1,0,0,0,0
4518,4519,302.4,310.3,1480,45.8,123,0,0,1,0,0,1,0,0,0,0
4519,4520,302.4,310.4,1666,29.7,125,0,0,1,0,0,1,0,0,0,0
4520,4521,302.4,310.4,1456,47.6,127,0,0,1,0,0,1,0,0,0,0
4521,4522,302.4,310.4,1865,23.9,129,0,0,1,0,0,1,0,0,0,0
4522,4523,302.5,310.5,1918,21.6,131,0,0,0,1,0,1,0,0,0,0
4523,4524,302.5,310.4,1488,48.4,134,0,0,1,0,0,1,0,0,0,0
4524,4525,302.5,310.5,1527,38.8,136,0,0,0,1,0,1,0,0,0,0
4525,4526,302.4,310.4,1463,42.2,139,0,0,0,1,0,1,0,0,0,0
4526,4527,302.4,310.4,1521,38.5,142,0,0,1,0,0,1,0,0,0,0
4527,4528,302.4,310.5,1372,45.7,144,1,0,0,1,1,0,0,0,0,0
4528,4529,302.5,310.5,1507,39.5,147,0,0,1,0,0,1,0,0,0,0
4529,4530,302.4,310.4,1586,34.3,149,0,0,0,1,0,1,0,0,0,0
4530,4531,302.5,310.4,1487,42.0,152,0,0,1,0,0,1,0,0,0,0
4531,4532,302.5,310.5,1520,41.2,154,0,0,1,0,0,1,0,0,0,0
4532,4533,302.5,310.4,1422,41.9,156,0,1,0,0,0,1,0,0,0,0
4533,4534,302.4,310.3,1375,52.5,161,1,0,0,1,1,0,0,0,0,0
4534,4535,302.4,310.2,1633,28.0,164,0,0,1,0,0,1,0,0,0,0
4535,4536,302.4,310.2,1503,36.2,166,0,0,1,0,0,1,0,0,0,0
4536,4537,302.4,310.2,1351,45.1,168,1,0,1,0,1,0,0,0,0,0
4537,4538,302.3,310.2,1548,35.3,170,0,0,1,0,0,1,0,0,0,0
4538,4539,302.4,310.3,1923,23.3,172,0,0,1,0,0,1,0,0,0,0
4539,4540,302.5,310.3,1592,32.6,174,0,0,1,0,0,1,0,0,0,0
4540,4541,302.5,310.4,1580,35.6,176,0,0,0,1,0,1,0,0,0,0
4541,4542,302.5,310.4,1427,46.8,179,0,0,1,0,0,1,0,0,0,0
4542,4543,302.5,310.4,1581,32.7,181,0,0,0,1,0,1,0,0,0,0
4543,4544,302.6,310.5,1542,39.9,184,0,0,0,1,0,1,0,0,0,0
4544,4545,302.5,310.4,1349,55.1,187,1,0,1,0,1,0,0,0,0,0
4545,4546,302.5,310.5,1463,43.0,189,0,0,1,0,0,1,0,0,0,0
4546,4547,302.5,310.4,1429,43.2,191,0,0,0,1,0,1,0,0,0,0
4547,4548,302.5,310.4,1451,53.6,194,0,0,0,1,0,1,0,0,0,0
4548,4549,302.6,310.5,1511,37.2,197,0,0,1,0,0,1,0,0,0,0
4549,4550,302.6,310.6,1549,37.5,199,0,0,1,0,0,1,0,0,0,0
4550,4551,302.5,310.5,1507,40.2,201,0,0,0,1,0,1,0,0,0,0
4551,4552,302.6,310.5,1524,33.7,204,0,0,0,1,0,1,0,0,0,0
4552,4553,302.7,310.5,1880,22.7,207,0,0,0,1,0,1,0,0,0,0
4553,4554,302.6,310.5,1461,45.4,0,0,0,1,0,0,1,0,0,0,0
4554,4555,302.6,310.5,1748,28.2,2,0,0,1,0,0,1,0,0,0,0
4555,4556,302.7,310.6,1690,26.7,4,0,0,1,0,0,1,0,0,0,0
4556,4557,302.7,310.6,1349,51.2,6,1,0,0,1,1,0,0,0,0,0
4557,4558,302.7,310.6,1686,26.3,9,0,0,1,0,0,1,0,0,0,0
4558,4559,302.7,310.7,1369,47.5,11,1,0,1,0,1,0,0,0,0,0
4559,4560,302.7,310.7,1433,43.7,13,0,0,1,0,0,1,0,0,0,0
4560,4561,302.7,310.7,1597,41.9,15,0,0,1,0,0,1,0,0,0,0
4561,4562,302.9,310.8,1610,32.2,17,0,0,1,0,0,1,0,0,0,0
4562,4563,302.7,310.7,1398,57.7,19,0,0,1,0,0,1,0,0,0,0
4563,4564,302.7,310.7,1977,20.0,21,0,0,1,0,0,1,0,0,0,0
4564,4565,302.8,310.8,1516,39.5,23,0,0,1,0,0,1,0,0,0,0
4565,4566,302.7,310.8,1275,55.0,25,1,1,0,0,1,0,0,0,0,0
4566,4567,302.8,310.8,1402,50.5,30,0,0,1,0,0,1,0,0,0,0
4567,4568,302.8,310.8,1451,44.7,32,0,0,0,1,0,1,0,0,0,0
4568,4569,302.7,310.8,1555,36.1,35,0,0,0,1,0,1,0,0,0,0
4569,4570,302.8,310.9,1636,35.0,38,0,0,1,0,0,1,0,0,0,0
4570,4571,302.8,310.9,1312,52.2,40,1,0,1,0,1,0,0,0,0,0
4571,4572,302.8,310.9,1708,29.8,42,0,0,1,0,0,1,0,0,0,0
4572,4573,302.9,311.0,1556,36.5,44,0,0,0,1,0,1,0,0,0,0
4573,4574,302.8,311.0,1436,43.5,47,0,1,0,0,0,1,0,0,0,0
4574,4575,302.9,311.0,1402,40.7,52,0,0,0,1,0,1,0,0,0,0
4575,4576,302.9,311.0,1437,49.9,55,0,0,0,1,0,1,0,0,0,0
4576,4577,302.9,311.1,1926,21.8,58,0,0,0,1,0,1,0,0,0,0
4577,4578,303.0,311.2,1800,23.7,61,0,0,1,0,0,1,0,0,0,0
4578,4579,303.0,311.2,1641,32.6,63,0,0,1,0,0,1,0,0,0,0
4579,4580,303.0,311.2,1374,48.2,65,1,0,1,0,1,0,0,0,0,0
4580,4581,303.0,311.2,1494,37.0,67,0,0,1,0,0,1,0,0,0,0
4581,4582,303.0,311.2,1601,32.9,69,0,0,1,0,0,1,0,0,0,0
4582,4583,302.9,311.2,1634,36.9,71,0,0,1,0,0,1,0,0,0,0
4583,4584,302.9,311.2,1467,37.7,73,0,0,0,1,0,1,0,0,0,0
4584,4585,302.8,311.1,1550,32.3,76,0,0,1,0,0,1,0,0,0,0
4585,4586,302.8,311.1,1563,32.2,78,0,0,1,0,0,1,0,0,0,0
4586,4587,302.7,310.9,1395,48.3,80,0,0,1,0,0,1,0,0,0,0
4587,4588,302.8,311.0,1507,33.4,82,0,0,0,1,0,1,0,0,0,0
4588,4589,302.8,311.0,1564,38.5,85,0,0,1,0,0,1,0,0,0,0
4589,4590,302.8,311.1,1721,30.0,87,0,0,1,0,0,1,0,0,0,0
4590,4591,302.8,311.1,1456,36.1,89,0,0,1,0,0,1,0,0,0,0
4591,4592,302.9,311.2,2102,17.8,91,0,1,0,0,0,1,0,0,0,0
4592,4593,302.9,311.1,1555,33.9,96,0,0,1,0,0,1,0,0,0,0
4593,4594,303.0,311.2,1409,41.9,98,0,0,1,0,0,1,0,0,0,0
4594,4595,303.0,311.2,1387,41.4,100,0,0,0,1,0,1,0,0,0,0
4595,4596,303.0,311.2,1460,43.9,103,0,0,0,1,0,1,0,0,0,0
4596,4597,303.0,311.2,1361,47.6,106,1,0,1,0,1,0,0,0,0,0
4597,4598,303.0,311.1,1490,43.0,108,0,0,0,1,0,1,0,0,0,0
4598,4599,303.1,311.2,1399,49.2,111,0,0,1,0,0,1,0,0,0,0
4599,4600,303.1,311.1,1420,55.8,113,0,0,1,0,0,1,0,0,0,0
4600,4601,303.0,311.0,1359,44.2,115,1,0,1,0,1,0,0,0,0,0
4601,4602,303.0,311.1,1372,54.3,117,1,0,0,1,1,0,0,0,0,0
4602,4603,303.0,311.0,1409,41.7,120,0,0,0,1,0,1,0,0,0,0
4603,4604,302.9,311.0,1452,58.3,123,0,1,0,0,0,1,0,0,0,0
4604,4605,302.9,311.0,1820,24.6,128,0,0,1,0,0,1,0,0,0,0
4605,4606,302.9,311.0,1469,48.7,130,0,1,0,0,0,1,0,0,0,0
4606,4607,302.9,311.1,1556,45.3,135,0,0,1,0,0,1,0,0,0,0
4607,4608,303.0,311.1,1980,20.2,137,0,0,1,0,0,1,0,0,0,0
4608,4609,303.0,311.2,1519,38.0,139,0,0,0,1,0,1,0,0,0,0
4609,4610,303.0,311.2,1456,44.0,142,0,0,1,0,0,1,0,0,0,0
4610,4611,303.1,311.2,1394,45.3,144,0,0,1,0,0,1,0,0,0,0
4611,4612,303.0,311.3,1365,56.2,146,1,0,1,0,1,0,0,0,0,0
4612,4613,303.0,311.3,2194,16.5,148,0,0,1,0,0,1,0,0,0,0
4613,4614,303.1,311.3,1403,55.6,150,0,0,1,0,0,1,0,0,0,0
4614,4615,303.0,311.2,1503,37.0,152,0,1,0,0,0,1,0,0,0,0
4615,4616,303.0,311.3,1793,29.3,157,0,0,1,0,0,1,0,0,0,0
4616,4617,303.1,311.4,1829,24.5,159,0,0,1,0,0,1,0,0,0,0
4617,4618,303.1,311.4,1831,23.3,161,0,0,0,1,0,1,0,0,0,0
4618,4619,303.0,311.3,1335,53.6,164,1,0,0,1,1,0,0,0,0,0
4619,4620,303.1,311.3,2056,19.7,167,0,1,0,0,0,1,0,0,0,0
4620,4621,303.1,311.3,1336,52.6,172,1,0,1,0,1,0,0,0,0,0
4621,4622,303.0,311.2,1341,51.0,174,1,0,1,0,1,0,0,0,0,0
4622,4623,303.0,311.1,1526,37.3,176,0,0,0,1,0,1,0,0,0,0
4623,4624,303.0,311.1,1525,40.7,179,0,0,1,0,0,1,0,0,0,0
4624,4625,303.0,311.1,1428,39.8,181,0,0,0,1,0,1,0,0,0,0
4625,4626,303.0,311.2,1511,45.7,184,0,0,1,0,0,1,0,0,0,0
4626,4627,303.0,311.2,1664,29.8,186,0,0,1,0,0,1,0,0,0,0
4627,4628,303.0,311.2,1592,38.9,188,0,0,0,1,0,1,0,0,0,0
4628,4629,303.0,311.1,1597,36.7,191,0,0,0,1,0,1,0,0,0,0
4629,4630,303.0,311.2,1735,26.1,194,0,0,1,0,0,1,0,0,0,0
4630,4631,302.9,311.2,1751,23.8,196,0,0,1,0,0,1,0,0,0,0
4631,4632,303.0,311.2,1383,44.6,198,0,0,1,0,0,1,0,0,0,0
4632,4633,302.9,311.2,1330,53.7,200,1,0,0,1,1,0,0,0,0,0
4633,4634,303.0,311.2,1382,50.5,203,0,0,1,0,0,1,0,0,0,0
4634,4635,303.0,311.2,1755,30.4,205,0,0,1,0,0,1,0,0,0,0
4635,4636,303.0,311.2,1614,35.7,207,0,0,0,1,0,1,0,0,0,0
4636,4637,303.0,311.3,1466,43.0,210,0,0,1,0,0,1,0,0,0,0
4637,4638,303.1,311.3,1847,24.7,212,0,0,0,1,0,1,0,0,0,0
4638,4639,303.1,311.3,1474,34.8,215,0,0,1,0,0,1,0,0,0,0
4639,4640,303.1,311.3,1657,31.8,217,0,0,1,0,0,1,0,0,0,0
4640,4641,303.1,311.2,1435,40.1,219,0,0,1,0,0,1,0,0,0,0
4641,4642,303.1,311.3,1494,42.7,221,0,1,0,0,0,1,0,0,0,0
4642,4643,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,0,0,0,0
4643,4644,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,0,0,0,0
4644,4645,303.2,311.4,1514,41.2,230,0,0,1,0,0,1,0,0,0,0
4645,4646,303.3,311.4,1732,25.6,232,0,0,1,0,0,1,0,0,0,0
4646,4647,303.3,311.4,1497,46.0,234,1,0,1,0,0,0,0,0,0,1
4647,4648,303.3,311.4,1958,21.5,0,0,0,1,0,0,1,0,0,0,0
4648,4649,303.3,311.4,1630,32.5,2,0,0,1,0,0,1,0,0,0,0
4649,4650,303.3,311.4,1395,59.1,4,0,0,0,1,0,1,0,0,0,0
4650,4651,303.3,311.4,1658,30.5,7,0,0,1,0,0,1,0,0,0,0
4651,4652,303.2,311.4,1349,51.1,9,1,0,1,0,1,0,0,0,0,0
4652,4653,303.1,311.2,1452,52.9,11,0,0,1,0,0,1,0,0,0,0
4653,4654,303.1,311.1,1594,35.5,13,0,0,0,1,0,1,0,0,0,0
4654,4655,303.1,311.0,1510,47.6,16,0,0,0,1,0,1,0,0,0,0
4655,4656,303.1,311.1,1854,22.6,19,0,0,1,0,0,1,0,0,0,0
4656,4657,303.1,311.2,1626,32.3,21,0,0,1,0,0,1,0,0,0,0
4657,4658,303.1,311.2,1628,35.2,23,0,0,1,0,0,1,0,0,0,0
4658,4659,303.1,311.2,1679,34.8,25,0,0,1,0,0,1,0,0,0,0
4659,4660,303.1,311.2,1489,44.5,27,0,0,0,1,0,1,0,0,0,0
4660,4661,303.2,311.2,1439,43.9,30,0,0,1,0,0,1,0,0,0,0
4661,4662,303.3,311.3,1350,48.1,32,1,0,1,0,1,0,0,0,0,0
4662,4663,303.3,311.2,1607,31.7,34,0,1,0,0,0,1,0,0,0,0
4663,4664,303.3,311.3,1389,53.9,39,0,0,1,0,0,1,0,0,0,0
4664,4665,303.3,311.3,1566,46.1,41,0,0,0,1,0,1,0,0,0,0
4665,4666,303.4,311.4,1307,54.0,44,1,0,0,1,1,0,0,0,0,0
4666,4667,303.3,311.5,1569,36.6,47,0,0,0,1,0,1,0,0,0,0
4667,4668,303.3,311.4,1651,30.6,50,0,1,0,0,0,1,0,0,0,0
4668,4669,303.3,311.4,1692,27.9,55,0,1,0,0,0,1,0,0,0,0
4669,4670,303.3,311.5,1373,47.3,60,1,0,0,1,1,0,0,0,0,0
4670,4671,303.2,311.4,1610,35.5,63,0,0,1,0,0,1,0,0,0,0
4671,4672,303.3,311.4,1511,43.4,65,0,0,1,0,0,1,0,0,0,0
4672,4673,303.3,311.5,1412,55.6,67,0,0,1,0,0,1,0,0,0,0
4673,4674,303.4,311.5,1501,36.2,69,0,0,1,0,0,1,0,0,0,0
4674,4675,303.4,311.5,1414,44.8,71,0,0,1,0,0,1,0,0,0,0
4675,4676,303.5,311.5,1629,33.5,73,0,1,0,0,0,1,0,0,0,0
4676,4677,303.4,311.5,1879,21.3,78,0,0,1,0,0,1,0,0,0,0
4677,4678,303.5,311.6,1466,47.0,80,0,1,0,0,0,1,0,0,0,0
4678,4679,303.6,311.7,1476,40.1,85,0,1,0,0,0,1,0,0,0,0
4679,4680,303.6,311.8,1695,30.7,90,0,0,1,0,0,1,0,0,0,0
4680,4681,303.6,311.7,1491,39.8,92,0,0,1,0,0,1,0,0,0,0
4681,4682,303.6,311.8,1659,34.7,94,0,0,0,1,0,1,0,0,0,0
4682,4683,303.6,311.8,1567,31.7,97,0,0,1,0,0,1,0,0,0,0
4683,4684,303.6,311.8,1736,32.9,99,0,0,1,0,0,1,0,0,0,0
4684,4685,303.6,311.8,1421,44.8,101,1,0,0,1,0,1,0,0,0,0
4685,4686,303.6,311.8,1627,30.8,104,0,0,0,1,0,1,0,0,0,0
4686,4687,303.5,311.6,1562,34.2,107,0,0,0,1,0,1,0,0,0,0
4687,4688,303.5,311.6,2183,17.0,110,0,0,1,0,0,1,0,0,0,0
4688,4689,303.5,311.6,1577,38.1,112,0,0,1,0,0,1,0,0,0,0
4689,4690,303.4,311.5,1560,36.4,114,0,0,0,1,0,1,0,0,0,0
4690,4691,303.4,311.5,1483,43.0,117,0,0,0,1,0,1,0,0,0,0
4691,4692,303.5,311.5,1535,33.3,120,0,0,1,0,0,1,0,0,0,0
4692,4693,303.4,311.4,1606,29.6,122,0,0,0,1,0,1,0,0,0,0
4693,4694,303.4,311.5,1817,24.7,125,0,0,0,1,0,1,0,0,0,0
4694,4695,303.4,311.5,1424,50.8,128,0,0,1,0,0,1,0,0,0,0
4695,4696,303.3,311.6,1514,34.7,130,0,0,1,0,0,1,0,0,0,0
4696,4697,303.4,311.6,1449,41.7,132,0,0,1,0,0,1,0,0,0,0
4697,4698,303.5,311.6,1573,34.0,134,0,0,0,1,0,1,0,0,0,0
4698,4699,303.4,311.6,1564,41.9,137,0,0,1,0,0,1,0,0,0,0
4699,4700,303.5,311.6,1428,46.2,139,0,0,1,0,0,1,0,0,0,0
4700,4701,303.5,311.7,1620,31.0,141,0,0,1,0,0,1,0,0,0,0
4701,4702,303.5,311.7,1584,32.7,143,0,1,0,0,0,1,0,0,0,0
4702,4703,303.6,311.8,1222,66.8,148,1,0,1,0,1,0,0,0,0,0
4703,4704,303.6,311.8,1432,42.5,150,0,0,0,1,0,1,0,0,0,0
4704,4705,303.7,311.9,1561,33.3,153,0,0,1,0,0,1,0,0,0,0
4705,4706,303.6,311.8,1614,33.2,155,0,0,1,0,0,1,0,0,0,0
4706,4707,303.5,311.7,1959,22.3,157,0,0,1,0,0,1,0,0,0,0
4707,4708,303.5,311.8,1944,23.5,159,0,0,1,0,0,1,0,0,0,0
4708,4709,303.4,311.7,1793,25.8,161,0,0,1,0,0,1,0,0,0,0
4709,4710,303.4,311.6,1446,50.0,163,0,0,0,1,0,1,0,0,0,0
4710,4711,303.4,311.7,1673,32.2,166,0,0,1,0,0,1,0,0,0,0
4711,4712,303.4,311.7,1515,44.2,168,0,0,0,1,0,1,0,0,0,0
4712,4713,303.4,311.8,1564,35.9,171,0,0,1,0,0,1,0,0,0,0
4713,4714,303.5,311.8,1451,45.2,173,0,0,1,0,0,1,0,0,0,0
4714,4715,303.4,311.8,1693,28.3,175,0,1,0,0,0,1,0,0,0,0
4715,4716,303.4,311.7,1476,42.3,180,0,0,1,0,0,1,0,0,0,0
4716,4717,303.4,311.6,1712,30.1,182,0,0,1,0,0,1,0,0,0,0
4717,4718,303.4,311.6,1425,45.4,184,0,0,0,1,0,1,0,0,0,0
4718,4719,303.3,311.6,1337,56.8,187,1,0,1,0,1,0,0,0,0,0
4719,4720,303.4,311.7,1690,34.9,189,0,0,0,1,0,1,0,0,0,0
4720,4721,303.4,311.7,1353,44.1,192,1,0,0,1,1,0,0,0,0,0
4721,4722,303.5,311.8,1927,21.9,195,0,0,1,0,0,1,0,0,0,0
4722,4723,303.4,311.8,1391,42.7,197,0,0,0,1,0,1,0,0,0,0
4723,4724,303.4,311.8,1366,50.9,200,1,0,1,0,1,0,0,0,0,0
4724,4725,303.4,311.9,1771,31.6,202,0,0,1,0,0,1,0,0,0,0
4725,4726,303.4,311.8,1515,42.6,204,0,0,0,1,0,1,0,0,0,0
4726,4727,303.4,311.8,2133,18.3,207,0,0,0,1,0,1,0,0,0,0
4727,4728,303.4,311.8,1341,47.0,210,1,0,0,1,1,0,0,0,0,0
4728,4729,303.4,311.7,1406,47.1,213,0,0,1,0,0,1,0,0,0,0
4729,4730,303.4,311.8,1306,61.0,215,1,0,1,0,1,0,0,0,0,0
4730,4731,303.3,311.7,1508,35.5,217,0,0,1,0,0,1,0,0,0,0
4731,4732,303.3,311.6,1301,45.1,219,1,0,1,0,1,0,0,0,0,0
4732,4733,303.3,311.7,1539,38.5,221,0,0,1,0,0,1,0,0,0,0
4733,4734,303.3,311.6,1484,44.6,223,0,0,1,0,0,1,0,0,0,0
4734,4735,303.2,311.5,1507,39.2,225,0,0,1,0,0,1,0,0,0,0
4735,4736,303.2,311.5,1544,42.5,227,0,0,1,0,0,1,0,0,0,0
4736,4737,303.2,311.5,1513,37.9,0,0,0,1,0,0,1,0,0,0,0
4737,4738,303.2,311.5,1336,58.2,2,1,0,0,1,1,0,0,0,0,0
4738,4739,303.2,311.4,2102,19.0,5,0,0,0,1,0,1,0,0,0,0
4739,4740,303.2,311.4,1351,53.8,8,1,0,1,0,1,0,0,0,0,0
4740,4741,303.3,311.5,1601,35.2,10,0,0,1,0,0,1,0,0,0,0
4741,4742,303.2,311.3,1393,52.9,12,0,0,1,0,0,1,0,0,0,0
4742,4743,303.3,311.3,1592,33.7,14,0,0,1,0,0,1,0,0,0,0
4743,4744,303.3,311.3,1409,51.8,16,0,0,1,0,0,1,0,0,0,0
4744,4745,303.3,311.3,1393,47.4,18,0,0,1,0,0,1,0,0,0,0
4745,4746,303.2,311.2,1475,43.1,20,0,1,0,0,0,1,0,0,0,0
4746,4747,303.2,311.2,1427,45.6,25,0,0,1,0,0,1,0,0,0,0
4747,4748,303.3,311.2,1763,27.3,27,0,0,1,0,0,1,0,0,0,0
4748,4749,303.2,311.2,1363,46.7,29,1,0,1,0,1,0,0,0,0,0
4749,4750,303.2,311.2,1404,50.9,31,0,0,1,0,0,1,0,0,0,0
4750,4751,303.2,311.2,1688,31.9,33,0,0,0,1,0,1,0,0,0,0
4751,4752,303.3,311.4,1510,37.3,36,0,0,1,0,0,1,0,0,0,0
4752,4753,303.3,311.3,1502,39.5,38,0,1,0,0,0,1,0,0,0,0
4753,4754,303.2,311.4,1607,36.6,43,0,1,0,0,0,1,0,0,0,0
4754,4755,303.3,311.5,1384,54.8,48,0,0,0,1,0,1,0,0,0,0
4755,4756,303.4,311.7,1295,51.3,51,1,0,1,0,1,0,0,0,0,0
4756,4757,303.4,311.7,1991,19.0,53,0,1,0,0,0,1,0,0,0,0
4757,4758,303.4,311.6,1497,42.8,58,0,0,1,0,0,1,0,0,0,0
4758,4759,303.5,311.6,1465,48.7,60,0,0,1,0,0,1,0,0,0,0
4759,4760,303.5,311.6,1361,46.5,62,1,0,1,0,1,0,0,0,0,0
